versie,cost,counter
versie,cost,counter
Greedy,2170493,0


GreedyPopulation,2198214,0


GreedyLength,990687,0
versie,cost,counter
Greedy,3355551,0


GreedyPopulation,3125844,0


GreedyLength,738853,0
versie,cost,counter
Greedy,2251392,0


GreedyPopulation,4228210,0


GreedyLength,1220119,0
versie,cost,counter
Greedy,4559688,0


GreedyPopulation,6314141,0


GreedyLength,464798,0
versie,cost,counter
Greedy,959375,0


GreedyPopulation,3215348,0


GreedyLength,1843844,0
